SEASON_ID,GAME_SOURCE_ID,GAME_FORUM_ID
S1,416ab43a-4415-11ef-b7f9-d1be449aea83,1
S1,41a09643-4415-11ef-a00a-d1be449aea83,2
S1,414faf24-4415-11ef-896a-d1be449aea83,5
S1,416142da-4415-11ef-a941-d1be449aea83,4
S1,4196bc52-4415-11ef-9d8a-d1be449aea83,3
S1,4185881d-4415-11ef-8692-d1be449aea83,6
S1,4158921a-4415-11ef-89b4-d1be449aea83,8
S1,417bf1f6-4415-11ef-9556-d1be449aea83,7
S1,41736965-4415-11ef-a765-d1be449aea83,9
S1,418e257e-4415-11ef-bc20-d1be449aea83,10
